location,area_sqft,bhk,bath,price
Surat,644,2,1,4115686
Patan,4334,2,3,18937060
Gandhinagar,3522,1,1,25907281
Jamnagar,1065,2,2,4749706
Dahod,4065,1,2,15241129
Gandhinagar,2732,4,2,21706358
Nadiad,2953,2,1,14433864
Botad,3095,2,3,16257792
Junagadh,2864,4,4,15015838
Dahod,3162,4,4,13325259
Nadiad,4023,2,2,18299067
Amreli,3663,3,4,19298505
Bharuch,4415,5,1,23211193
Nadiad,1344,1,3,5623167
Junagadh,441,1,4,1993423
Nadiad,749,5,3,4437399
Jamnagar,1009,1,4,4983547
Jetpur,3308,5,1,19361148
Ahmedabad,2475,2,4,17060841
Bhavnagar,1921,4,2,10687380
Gondal,3114,1,2,13574300
Dahod,2017,3,3,8180957
Nadiad,3684,5,2,21342290
Bhavnagar,2000,3,3,10903949
Morbi,3294,5,1,15687183
Gandhinagar,3566,3,3,30632590
Navsari,1050,1,4,5712698
Morbi,3901,1,2,18150580
Patan,3404,3,3,14418554
Gondal,541,1,3,2704808
Surendranagar,3681,5,1,21336957
Sidhpur,866,5,3,4096844
Sidhpur,2413,5,3,10895527
Jamnagar,1612,3,4,8660904
Nadiad,4378,2,2,21082292
Veraval,1462,5,2,9591540
Dahod,4336,5,4,19198391
Botad,3817,2,3,17411632
Rajkot,2374,1,4,14629365
Gandhidham,1359,5,3,9145286
Valsad,3342,2,3,19595332
Botad,670,4,4,3391505
Sidhpur,1467,2,1,6282556
Patan,661,2,4,2880181
Gondal,1400,2,1,6793219
Godhra,4065,2,4,17095689
Vapi,1882,2,4,10540130
Vadodara,1454,2,2,9546074
Valsad,1157,2,4,7257011
Jetpur,3075,4,3,14533643
Navsari,3774,2,3,17241411
Palanpur,650,2,2,2793751
Valsad,3530,4,4,23278152
Veraval,2181,5,2,11943287
Surat,4375,3,1,32525239
Veraval,1335,3,4,7577723
Sidhpur,4129,1,4,18558956
Veraval,3605,2,3,16622880
Mehsana,4037,2,4,25918774
Mahuva,3667,4,3,19074820
Anand,2347,1,2,10701673
Vapi,958,4,2,6065613
Vadodara,3700,3,3,27647712
Bhavnagar,1134,2,2,4672949
Gandhinagar,3810,3,2,28898156
Porbandar,3168,4,2,14000449
Jetpur,571,5,2,3161394
Godhra,4100,5,2,21778648
Morbi,2300,3,2,12170591
Porbandar,4374,4,2,20388483
Bharuch,4496,2,2,19685055
Nadiad,4190,5,2,25061217
Dahod,1040,4,2,4842903
Godhra,417,2,2,1898400
Surendranagar,832,2,4,3500830
Junagadh,2441,5,4,13345193
Dwarka,3578,1,3,18979206
Dahod,426,1,3,1624236
Dahod,858,5,1,4160574
Nadiad,2520,1,3,10700463
Amreli,2014,2,3,8340577
Bhavnagar,4389,4,3,24898757
Vadodara,2213,3,1,15590891
Junagadh,2470,3,3,12101252
Navsari,4221,2,1,22337323
Palanpur,3295,3,3,15105440
Surat,371,5,3,3248617
Porbandar,4409,3,1,17491246
Valsad,3578,4,2,22654549
Godhra,1602,2,4,6870958
Dahod,1408,1,1,4846592
Gandhidham,2252,3,3,11209233
Gandhinagar,402,2,3,2741059
Navsari,4015,2,4,19982748
Botad,738,2,1,2894181
Mahuva,3453,5,4,17965476
Bhuj,2270,3,3,10454053
Surat,3031,2,1,16073449
Vapi,1846,4,4,11740719
Rajkot,3931,3,1,19567684
Dwarka,924,1,4,4699584
Ahmedabad,3391,1,4,26317179
Porbandar,1992,2,4,8601423
Vadodara,997,2,4,5831584
Veraval,1819,5,2,10208608
Junagadh,581,5,1,3094539
Godhra,1932,5,3,9750135
Dahod,4292,2,4,16808659
Godhra,3125,2,2,11374665
Patan,2269,2,1,10269330
Bharuch,2901,3,3,16295952
Patan,1807,4,1,8800041
Rajkot,378,1,4,2356256
Ahmedabad,1491,5,2,12451407
Dahod,4310,3,4,18772995
Vadodara,1639,4,4,13085079
Nadiad,3738,5,1,23120682
Jetpur,1809,3,3,8331817
Veraval,4331,5,4,26517216
Morbi,3035,2,4,14077214
Gandhidham,603,1,1,3014083
Mahuva,4026,2,3,20327207
Vadodara,1933,2,1,10204790
Valsad,1844,2,3,10109810
Surat,1266,2,3,8839940
Patan,2331,3,2,12054647
Veraval,2682,1,3,13154652
Jetpur,2636,4,1,13076815
Gandhinagar,3347,1,4,23102522
Mahuva,2709,1,4,12700345
Bhavnagar,2092,5,1,9967639
Bhuj,2557,2,1,10659299
Mahuva,2507,2,1,10908256
Botad,3468,5,1,19300155
Anand,1949,5,2,12329350
Botad,2648,5,3,14249367
Bhuj,3457,2,3,15456464
Amreli,1976,3,1,9023944
Patan,2086,4,3,10672172
Bhavnagar,1170,3,4,5407324
Navsari,1649,4,1,9502132
Dwarka,1006,2,2,4781266
Amreli,3119,2,1,13321466
Sidhpur,1117,3,3,5159210
Gandhinagar,411,5,4,3952268
Vapi,2717,2,3,16523822
Morbi,3995,1,3,19993099
Porbandar,1313,1,4,5291460
Nadiad,4317,3,1,24726287
Surendranagar,3471,1,1,12662591
Junagadh,794,5,1,4566428
Patan,515,3,2,2453682
Navsari,2999,1,3,15181377
Sidhpur,1525,4,4,7873101
Gondal,1791,1,3,7649192
Nadiad,4002,4,1,18765147
Sidhpur,2919,1,1,11943929
Anand,538,1,4,2576342
Surendranagar,3829,3,3,19971145
Dahod,4360,3,4,18503959
Ahmedabad,1757,5,1,14212491
Bhuj,3292,2,1,13311882
Bharuch,3373,1,2,14644337
Palanpur,2768,5,2,12315224
Sidhpur,3254,4,1,15087451
Patan,3760,5,2,17473204
Valsad,1138,1,4,5840763
Bhavnagar,413,3,4,2316803
Vadodara,1538,4,2,9071785
Sidhpur,4000,3,1,16815281
Mehsana,673,1,4,3213121
Veraval,4381,2,2,19824026
Ahmedabad,1732,2,3,11617622
Godhra,901,3,3,4400017
Navsari,569,1,2,2560735
Anand,1542,4,1,7969748
Porbandar,1561,5,4,7861897
Botad,1897,3,1,8474415
Bhavnagar,1467,1,1,5673746
Sidhpur,4095,3,2,20491514
Bhavnagar,1098,3,1,4969036
Vadodara,4305,4,1,26158136
Dahod,4290,4,3,20098710
Amreli,919,2,2,3464732
Jetpur,2074,2,4,9188589
Porbandar,2873,2,4,11978447
Godhra,3770,3,2,15470773
Junagadh,1447,4,1,7438761
Bharuch,4385,4,2,19774379
Godhra,2740,4,1,12866281
Junagadh,1301,4,4,6984555
Gondal,4281,3,4,24689553
Jetpur,615,3,2,3259711
Dahod,1617,3,4,7362165
Rajkot,895,5,1,5402332
Mehsana,2306,2,3,12714690
Gondal,2745,3,3,14668622
Patan,4421,4,4,23732464
Amreli,711,5,4,3894096
Vadodara,4090,5,3,32774951
Mehsana,2322,3,3,14390180
Nadiad,1331,3,3,7090807
Jamnagar,2983,1,2,14240476
Rajkot,3944,3,2,21249845
Gandhinagar,1037,3,4,8653513
Junagadh,2480,4,1,10286202
Vadodara,1803,1,3,9893251
Dwarka,474,5,2,2792008
Ahmedabad,2473,3,1,15997418
Mahuva,2562,1,1,11124648
Sidhpur,3237,3,4,16646946
Mehsana,1582,4,2,8893789
Anand,3185,3,3,16988777
Mahuva,3658,1,2,13391545
Bhuj,1423,3,1,6743365
Navsari,1573,2,2,7271364
Godhra,3517,5,1,15432306
Godhra,4372,5,4,20558174
Veraval,2158,3,1,11461256
Mehsana,4245,5,1,23457718
Surat,2727,5,2,21786596
Botad,3353,2,3,17396245
Veraval,617,2,3,2859409
Anand,1869,3,3,9445348
Vapi,3374,2,3,21258669
Sidhpur,4423,4,2,20888080
Nadiad,384,2,1,1619911
Jetpur,1612,2,1,7028772
Veraval,2485,1,4,10940241
Sidhpur,1396,2,4,7058677
Valsad,3072,1,1,14920051
Valsad,1235,2,3,7226778
Jetpur,3869,3,4,19959878
Morbi,2096,5,2,11113474
Godhra,1022,1,1,3491394
Palanpur,1535,4,2,8398400
Morbi,3499,4,4,18722549
Dahod,2179,4,1,8693263
Anand,2356,5,1,14443003
Bharuch,2909,1,2,11733061
Morbi,3602,5,1,20581791
Gondal,1499,1,2,6624171
Junagadh,3190,2,2,14707362
Mehsana,529,1,3,3012865
Junagadh,655,3,4,3117070
Jamnagar,3370,1,3,15246449
Nadiad,2152,4,3,11687449
Palanpur,621,1,4,2525734
Vadodara,548,2,2,3255612
Nadiad,2392,5,1,14194461
Gandhidham,2840,3,3,16725077
Porbandar,3067,1,3,14553822
Gandhidham,468,5,1,3124099
Bharuch,1106,2,3,5940216
Sidhpur,4064,1,1,15543829
Valsad,525,2,4,2631218
Patan,1208,5,3,5583384
Morbi,1057,5,2,4976553
Gandhidham,2050,1,2,8778327
Bharuch,1988,5,3,9751927
Ahmedabad,3936,5,3,31863331
Godhra,3862,5,3,16581172
Botad,3354,5,1,17494373
Jetpur,2833,2,4,15279933
Ahmedabad,1733,3,4,12152776
Vapi,1468,3,4,11163153
Gandhinagar,3968,1,3,26230857
Surat,4006,5,3,27956206
Dahod,3794,3,3,17272841
Sidhpur,1485,2,1,6229775
Surendranagar,1209,2,2,6235139
Vadodara,738,3,4,4562886
Bhavnagar,645,5,3,4193528
Navsari,1452,3,1,6653211
Mahuva,3833,4,4,20180181
Mehsana,4117,1,2,18311197
Vadodara,3909,5,3,27624385
Palanpur,3963,5,2,17743579
Morbi,3158,5,4,16553377
Mehsana,420,1,3,2127427
Amreli,3663,3,2,18626299
Palanpur,579,1,4,2334022
Gandhinagar,2514,4,1,22109962
Sidhpur,2786,3,1,13110401
Veraval,575,1,2,2801309
Godhra,4313,1,3,18292674
Bhavnagar,977,5,2,6179047
Valsad,2388,3,3,13652311
Vapi,1367,1,2,7878885
Valsad,2518,3,4,17832854
Morbi,3304,5,4,18820127
Surat,1544,2,3,10831418
Surendranagar,2162,5,1,12353606
Palanpur,1106,2,2,4877640
Surat,1663,3,4,10682492
Bhuj,2990,4,4,15008769
Porbandar,2523,3,4,12668811
Dahod,4440,2,4,17619656
Junagadh,1938,4,2,9044239
Jetpur,858,4,4,4121962
Patan,2514,2,2,12103597
Navsari,3675,1,4,17547705
Gandhinagar,3288,3,2,26882340
Amreli,2453,1,3,8774128
Palanpur,3052,3,1,15312986
Jamnagar,1621,1,1,7089503
Gandhinagar,1470,3,2,10268415
Vadodara,1469,2,3,9133773
Veraval,4389,3,4,22812201
Vadodara,4398,4,4,32468495
Botad,3144,2,1,14232204
Mahuva,3645,2,2,15533730
Junagadh,3581,2,1,15687457
Mehsana,3672,5,2,23165141
Amreli,3002,5,1,16312904
Bhuj,3671,2,2,18385506
Bharuch,3861,1,4,19479931
Gandhinagar,2328,1,1,17258145
Bhavnagar,4094,2,2,20023544
Anand,4284,4,1,23234462
Gandhinagar,2445,4,4,22145653
Patan,3421,1,3,12569768
Anand,596,5,3,3527416
Rajkot,1474,3,4,9241698
Bhavnagar,3889,1,1,15055534
Sidhpur,2882,1,3,10326868
Surat,1841,2,3,12961355
Veraval,951,5,3,5184754
Gandhinagar,482,4,3,3468977
Gondal,2180,2,2,10137171
Patan,2929,5,1,14575333
Bharuch,4499,4,3,26950533
Gandhidham,3246,5,2,18628058
Gondal,2891,1,3,12336544
Jamnagar,3115,4,2,16807440
Anand,1320,5,2,7035459
Anand,4467,5,1,22614705
Sidhpur,3152,4,4,15501884
Vapi,750,1,1,3865952
Sidhpur,3059,1,4,13776440
Gondal,2664,3,4,12597219
Surat,844,3,2,5308153
Bharuch,3399,2,2,14162900
Amreli,814,4,3,4379354
Botad,3759,3,1,18064403
Dwarka,4466,2,3,21552635
Gondal,1606,2,4,7997373
Jamnagar,1359,5,3,7551671
Palanpur,1810,3,4,7772068
Bharuch,528,3,1,2714187
Anand,617,5,4,3436871
Porbandar,981,5,4,4915318
Porbandar,756,5,3,4613068
Amreli,3692,1,3,14762299
Veraval,3498,3,4,20847255
Rajkot,1280,4,3,7954735
Sidhpur,714,5,2,3851287
Jetpur,3029,1,3,11674968
Dahod,1279,1,3,4569350
Morbi,2797,4,3,14597732
Jamnagar,1334,1,3,6258521
Jamnagar,3930,1,2,19231960
Amreli,3424,4,2,14937687
Botad,3576,4,1,16994015
Surendranagar,2637,4,2,11774763
Porbandar,1825,3,3,9213654
Nadiad,1727,2,4,9139018
Surat,4382,4,4,29943541
Surat,1037,4,1,6988197
Surendranagar,1930,4,2,8804445
Vadodara,631,3,4,3802466
Dwarka,3043,4,2,16227071
Vadodara,3425,5,3,26863316
Vapi,2043,2,2,10826237
Rajkot,957,1,1,4229414
Sidhpur,2201,5,4,10086715
Surendranagar,2342,3,3,10875874
Gandhinagar,2179,3,1,15553093
Bhavnagar,2792,2,2,14985847
Patan,1413,5,2,6928133
Botad,4180,4,2,19632378
Bhuj,3369,1,4,14550013
Palanpur,4322,1,2,16205627
Godhra,1087,2,3,4733482
Dahod,3991,4,2,18550213
Porbandar,1380,5,2,7385067
Gandhidham,2690,5,1,17365563
Nadiad,2505,1,4,13600405
Rajkot,3974,2,4,22030920
Rajkot,1260,5,2,9079851
Porbandar,4124,3,2,20238931
Morbi,1794,1,3,7053561
Palanpur,2632,5,3,13245025
Gandhinagar,2937,3,4,22195215
Junagadh,2446,4,1,12042954
Valsad,794,2,3,4062099
Anand,1432,3,2,6777575
Morbi,4107,3,2,19097469
Porbandar,3244,4,1,15185386
Veraval,2428,2,2,13258001
Nadiad,688,5,2,3522064
Anand,2252,3,4,12458763
Valsad,3553,3,3,21610869
Vapi,2062,3,1,12286088
Surat,2837,5,2,18467721
Gandhinagar,876,1,4,6327573
Bhavnagar,3607,5,2,17620927
Botad,2804,3,1,11464799
Vadodara,1248,2,3,7875153
Patan,2807,4,1,12572580
Godhra,1506,4,2,6279986
Surendranagar,1972,1,4,9905288
Vadodara,2761,3,3,19034632
Vadodara,3121,4,3,21119269
Mehsana,1357,2,2,8142089
Gandhinagar,3202,1,1,21336963
Dwarka,1091,2,1,4961556
Vapi,3874,3,1,21007860
Navsari,1263,4,4,7227818
Veraval,1963,1,4,9810205
Bhuj,605,3,2,3487451
Bhavnagar,1066,1,2,4953003
Dwarka,1002,1,1,4659034
Dahod,2481,1,2,8054794
Jamnagar,2971,5,3,16331649
Bhuj,1391,4,3,7433350
Anand,438,4,2,2159922
Veraval,2515,4,2,14192700
Mehsana,897,3,3,4823495
Bharuch,3014,4,4,15884848
Amreli,2572,3,2,12613063
Dahod,580,5,1,2632929
Ahmedabad,2428,3,1,16242808
Surat,1898,1,4,10947861
Nadiad,2854,3,1,14904523
Bhavnagar,1030,5,1,5067446
Porbandar,1325,1,3,5267232
Surat,637,5,2,4790348
Jetpur,4013,3,2,21430851
Amreli,3146,1,3,14638654
Mehsana,3123,4,2,18566571
Bharuch,4222,2,4,18445367
Porbandar,4175,4,2,19714322
Veraval,4245,5,1,25546823
Ahmedabad,2903,2,3,21491887
Jetpur,3138,3,1,14430232
Bhavnagar,438,4,1,2349732
Ahmedabad,1331,2,4,8337471
Porbandar,857,2,1,3571205
Valsad,913,3,1,4917182
Bhavnagar,1681,4,2,10178578
Dahod,1086,1,4,4201636
Bharuch,996,3,2,4417975
Bharuch,1565,1,1,7300035
Morbi,373,5,1,1876593
Godhra,834,1,3,3350527
Junagadh,2515,3,1,10503447
Surat,935,3,1,6608190
Bharuch,2757,1,1,10665621
Vapi,3842,1,2,23584242
Bharuch,3223,3,1,16324826
Gondal,2986,2,1,11653419
Porbandar,3784,2,3,19043317
Godhra,3045,5,3,13530235
Surendranagar,1883,3,4,9198232
Veraval,469,2,2,2335975
Mahuva,3956,4,3,22602290
Rajkot,1072,3,4,5814818
Junagadh,3859,1,1,13782435
Godhra,4287,3,3,19791235
Gandhidham,2867,1,3,12331818
Palanpur,2639,1,3,10709156
Amreli,3838,3,3,18567458
Vadodara,1139,3,2,6840460
Junagadh,2932,4,3,16344294
Vapi,4349,3,4,26626085
Veraval,1570,5,3,8269784
Morbi,3906,3,2,16977529
Bhavnagar,3836,3,2,17020388
Surat,3828,4,4,26693003
Dwarka,2088,4,4,11341312
Dahod,2161,5,1,9277702
Bhavnagar,1055,4,3,5402287
Porbandar,3243,4,1,17726148
Amreli,2155,5,1,9856787
Jetpur,517,1,2,2045624
Gandhinagar,3833,4,1,29441633
Vapi,3092,2,2,20167181
Gandhidham,1788,5,4,11230698
Bharuch,1702,1,3,6854223
Vadodara,2848,3,3,20503559
Amreli,2833,5,2,15166246
Dahod,1077,5,2,5235765
Vadodara,2102,4,2,15366709
Navsari,4076,1,3,17944222
Jamnagar,1836,2,3,9089208
Palanpur,3917,1,3,15377866
Vadodara,4150,5,4,36115563
Mahuva,1363,2,2,6345127
Patan,4153,4,4,23577061
Sidhpur,4381,5,4,24434007
Ahmedabad,3981,2,4,29764785
Bhavnagar,1093,4,2,5838911
Surendranagar,1205,4,3,6964816
Ahmedabad,3479,5,1,29078486
Valsad,2905,3,1,15446851
Palanpur,3763,4,1,17172653
Palanpur,2467,4,3,12787697
Bharuch,3084,1,2,14305684
Vapi,3920,4,3,24675461
Botad,3476,4,1,17369611
Morbi,2095,5,1,11351004
Dwarka,2126,5,1,11189687
Junagadh,1291,5,2,6679524
Jetpur,653,2,4,2864232
Jamnagar,1924,1,4,8575588
Nadiad,1763,4,3,10082371
Jetpur,3724,4,2,18645494
Navsari,400,4,4,2513421
Veraval,4498,5,2,26811132
Bharuch,543,1,3,2263433
Sidhpur,797,3,4,3558802
Surendranagar,1485,4,2,6938145
Palanpur,3021,3,4,14639725
Bharuch,1514,2,3,6387981
Navsari,945,5,3,6277678
Navsari,861,1,2,3867312
Veraval,996,1,3,5018001
Amreli,950,2,1,3980114
Jamnagar,2077,5,4,11706183
Valsad,1710,5,1,9427892
Junagadh,679,4,4,3116108
Jetpur,4244,4,1,19504436
Gondal,1754,2,2,7561264
Veraval,1914,1,2,8730526
Bhuj,2520,3,4,12817278
Junagadh,2072,5,2,10208316
Gandhinagar,617,2,3,5175196
Gandhinagar,1005,1,3,7823774
Mahuva,2755,3,3,12522467
Mahuva,1807,1,3,7558352
Mehsana,1071,3,2,6073343
Navsari,507,1,2,2534551
Navsari,2155,5,2,10820738
Surat,1928,4,4,14990144
Palanpur,1972,1,2,7448303
Sidhpur,711,1,4,2841017
Amreli,3263,2,1,14735079
Surat,2473,4,3,18263030
Vapi,4492,5,1,30338079
Botad,4315,2,4,21754206
Ahmedabad,3991,5,4,37093218
Jamnagar,3905,2,4,22410435
Bhuj,2971,5,4,19184255
Vapi,1586,5,1,11028865
Mahuva,1899,2,1,8876051
Rajkot,3526,5,2,20896233
Rajkot,4287,3,3,23787812
Vadodara,2296,4,3,16613180
Gandhidham,2942,4,3,17343558
Mahuva,1004,4,2,5065401
Mahuva,1351,4,4,7107597
Morbi,1623,4,3,9333872
Bhavnagar,3512,5,4,18927761
Botad,4171,1,2,17144515
Surat,4338,4,4,32421984
Palanpur,1111,1,3,4897499
Morbi,3975,5,1,20750291
Palanpur,1593,3,3,8155958
Vapi,552,1,2,3064952
Ahmedabad,3978,2,4,32621642
Patan,2750,1,3,12245778
Ahmedabad,3707,2,1,24561415
Vadodara,1792,1,4,11678172
Bhavnagar,1072,2,3,4751444
Amreli,1137,5,3,5209314
Ahmedabad,2872,1,2,19279263
Bharuch,1197,5,1,7188293
Amreli,2161,5,4,11954051
Surat,873,4,3,6141313
Morbi,2587,1,1,10840624
Gandhinagar,1098,3,2,9575461
Junagadh,2209,4,3,10326339
Junagadh,3259,3,1,12953888
Mahuva,1183,4,1,6360378
Bhavnagar,3656,3,3,18793471
Ahmedabad,3966,3,3,31021001
Vadodara,3928,2,3,26984515
Botad,4130,1,4,16153698
Navsari,1519,2,3,8161834
Valsad,2302,1,4,11049970
Anand,3886,4,1,20553117
Rajkot,1611,5,1,8814943
Jetpur,2160,1,3,8681274
Junagadh,1497,2,3,7212351
Junagadh,992,1,4,3780647
Porbandar,3547,1,3,15278570
Dwarka,3211,5,3,16689013
Mahuva,2478,5,3,12860246
Jamnagar,3156,3,2,17528774
Jamnagar,3538,2,4,20126289
Godhra,3975,3,1,18332691
Amreli,2864,1,3,12370860
Mahuva,2840,1,1,12294705
Bhuj,1090,3,2,5561613
Gandhidham,1594,1,3,7136742
Sidhpur,1257,5,1,6252019
Anand,2350,3,2,13044885
Gandhinagar,1421,1,3,10326099
Navsari,2668,5,2,15063628
Morbi,2293,1,4,10487262
Mahuva,3587,1,2,13021419
Gondal,2542,4,3,15406316
Amreli,1209,4,2,5789475
Vadodara,2800,3,3,17554991
Vadodara,2889,2,1,17628117
Botad,4358,2,4,20901409
Godhra,4239,1,2,16253934
Valsad,1565,2,1,7186863
Bharuch,1754,4,2,8754023
Gandhidham,2306,4,3,14699946
Mehsana,3041,3,1,16072320
Vadodara,2157,5,4,17823506
Rajkot,2674,5,3,18073464
Amreli,1628,4,4,7930085
Navsari,2645,5,1,14562253
Bhavnagar,4032,3,3,19467275
Jetpur,501,2,1,2536604
Bharuch,1370,1,3,6244454
Amreli,2505,3,4,10394936
Jetpur,2729,5,4,16291359
Vapi,2005,1,1,9340890
Botad,745,4,3,3486226
Surat,1397,1,1,7130817
Mehsana,3658,4,3,23037348
Surendranagar,4448,2,2,20480141
Surat,3814,3,3,29207994
Valsad,2578,3,2,16519844
Dahod,2704,3,4,10999966
Godhra,3538,5,3,17449842
Nadiad,939,1,1,4584293
Gandhidham,1259,3,2,5908548
Godhra,2974,1,4,11912654
Surendranagar,1615,2,4,8686436
Palanpur,2743,1,3,12127163
Ahmedabad,3689,3,2,24654486
Patan,4130,4,1,20686719
Vadodara,876,1,3,4838046
Veraval,1085,2,2,4758818
Surendranagar,2889,3,4,14846186
Navsari,2223,3,2,10909076
Surendranagar,2508,4,1,13906068
Veraval,1496,3,4,8125504
Dwarka,393,1,1,1582073
Amreli,3468,1,4,12980270
Junagadh,3529,4,1,14786648
Ahmedabad,699,1,4,4534116
Ahmedabad,2159,3,3,17068120
Godhra,1180,1,1,4449716
Jetpur,3799,4,3,22016161
Palanpur,3397,2,1,15670163
Mehsana,1957,4,1,10771222
Valsad,4286,3,1,23191398
Jetpur,382,5,3,1818361
Morbi,1804,5,3,9208998
Navsari,3093,4,3,17825812
Ahmedabad,959,1,1,5621353
Rajkot,1779,4,3,10966055
Godhra,3543,3,1,16784275
Valsad,2674,4,2,15400708
Palanpur,4364,5,1,19245344
Vapi,4448,3,4,33810584
Bhuj,1691,1,1,6445116
Vadodara,2119,2,1,11899388
Surendranagar,365,3,2,1690283
Porbandar,2405,3,2,10663029
Gandhinagar,1047,2,4,8953253
Amreli,3004,5,1,13486372
Vadodara,2715,5,3,19595476
Surendranagar,1556,5,2,7756273
Nadiad,4208,5,4,25097037
Gondal,786,1,2,3687311
Anand,911,4,3,5160808
Dahod,797,3,1,3004359
Bharuch,808,5,2,5067603
Morbi,2714,2,4,11746226
Godhra,900,4,2,4408008
Amreli,2791,3,2,11350123
Mehsana,3681,2,2,20791745
Morbi,1960,3,2,9968150
Rajkot,3613,2,1,16565037
Mehsana,1767,2,4,10221921
Jamnagar,1288,1,3,6527868
Vadodara,2202,3,2,14950864
Anand,4231,4,3,23623774
Dahod,4154,5,4,21362276
Jetpur,1093,4,3,4919712
Navsari,3649,3,2,21473778
Anand,4199,1,1,17227408
Dwarka,2350,1,1,11182039
Dahod,2124,4,2,9829406
Bhavnagar,1252,3,4,7024564
Bharuch,1003,1,2,4436963
Morbi,1407,1,1,6272407
Dahod,2130,1,1,7028837
Valsad,1220,1,3,6292174
Dwarka,813,2,2,4229919
Patan,3752,2,3,18194264
Palanpur,3004,1,3,13393311
Mahuva,3794,5,1,20408922
Amreli,2117,2,3,9814893
Gandhidham,1336,4,4,9221045
Gandhinagar,2054,4,3,18494363
Navsari,2399,4,2,14531730
Valsad,1042,1,4,6052365
Sidhpur,2465,3,1,11468734
Bhuj,2245,2,3,9449078
Morbi,2033,1,4,9242362
Rajkot,2337,3,4,14174185
Valsad,883,5,4,5566095
Junagadh,3322,2,1,12802949
Veraval,3515,3,1,18278855
Dahod,4216,4,1,18686559
Godhra,2882,3,1,12141357
Navsari,730,3,2,3822533
Gondal,4211,2,2,20688209
Rajkot,1412,1,3,7117322
Veraval,2602,3,4,16307852
Rajkot,3572,3,4,19932855
Mahuva,1494,1,3,7300351
Jamnagar,3736,5,1,20741166
Gandhidham,544,5,2,2966092
Sidhpur,3950,2,2,16843970
Bhavnagar,4030,4,2,21543502
Valsad,1839,2,1,8601655
Vadodara,3965,1,3,23166665
Bhuj,1593,5,2,9624334
Ahmedabad,3180,3,2,25046184
Rajkot,1022,1,2,5270834
Palanpur,2730,2,1,12101480
Morbi,3430,3,4,17972628
Dahod,769,1,2,2421938
Surendranagar,3769,5,2,18875864
Veraval,4194,4,3,25821094
Godhra,3851,3,4,19001469
Gandhidham,3446,5,1,17576808
Valsad,2760,2,2,14374263
Anand,2894,5,1,18616576
Patan,3835,2,2,14861784
Morbi,4267,3,2,18564713
Mehsana,1687,3,2,10098259
Gandhinagar,3654,1,3,29050922
Palanpur,1139,1,2,4116298
Surat,1799,5,1,12165730
Nadiad,3769,2,4,21488795
Gandhidham,2291,2,1,10945349
Ahmedabad,1312,1,3,9718477
Mahuva,3621,5,4,21822258
Gandhinagar,4355,1,1,30594835
Godhra,2207,3,3,9607736
Navsari,692,5,2,4216638
Gondal,1457,3,4,7267160
Mahuva,2320,1,3,10413678
Rajkot,3770,3,2,21094195
Gandhidham,3044,1,1,16185315
Surat,1051,5,1,7725348
Surat,2446,5,1,17938634
Bharuch,585,4,2,3047858
Gandhinagar,599,2,2,3767162
Valsad,2725,2,1,15761628
Mehsana,2069,3,3,13534635
Ahmedabad,2586,2,1,16905097
Vapi,699,4,2,4057139
Jetpur,3549,4,1,18552521
Vapi,2632,1,1,14442338
Vapi,1978,3,3,12111170
Jamnagar,3034,4,4,17553369
Mahuva,3898,3,3,20690266
Mehsana,3141,3,4,20309140
Patan,2388,3,4,10588578
Vapi,499,5,1,3523265
Jamnagar,3003,2,3,13986698
Porbandar,3452,5,3,16725860
Vapi,965,2,1,5513704
Valsad,2007,4,1,10341958
Nadiad,1295,2,2,6571316
Valsad,1300,2,1,6756008
Veraval,525,3,4,2958971
Mehsana,2997,4,1,15944816
Surat,646,2,1,4118278
Surat,3968,2,2,25936072
Vapi,1210,5,2,8564708
Surat,665,1,1,3489367
Ahmedabad,846,2,4,5969935
Bharuch,957,5,2,4686555
Surat,4274,2,2,30449382
Gondal,559,2,2,2237902
Porbandar,2103,5,3,10601369
Rajkot,2691,1,3,14860108
Valsad,1145,5,2,8234970
Vadodara,3410,3,4,23263121
Valsad,2995,1,1,14473874
Ahmedabad,2680,1,2,17666625
Gandhinagar,2928,1,2,17397519
Gandhinagar,2807,3,3,23328815
Jetpur,1252,2,2,5218444
Veraval,1023,3,3,5095368
Gandhinagar,3775,1,4,26878718
Valsad,1680,4,4,9469602
Anand,3658,1,4,19082771
Surat,783,5,1,5309553
Patan,1899,5,2,11032576
Jamnagar,1914,1,3,7790086
Valsad,3689,1,4,23125669
Jetpur,4455,3,3,22895945
Sidhpur,4488,5,2,20355622
Bhuj,2179,2,4,9551133
Sidhpur,949,2,4,3674524
Anand,2034,1,3,10884011
Mehsana,3792,4,2,23244082
Gandhidham,3410,1,2,16096677
Amreli,2260,3,3,10162739
Mehsana,3685,5,4,23448333
Ahmedabad,2251,3,1,17173669
Bharuch,802,1,1,3226979
Morbi,1182,1,1,4537768
Godhra,3754,3,4,19893279
Botad,1857,2,4,9223924
Amreli,4174,1,4,19509834
Jetpur,3234,3,1,15614826
Jetpur,1577,2,1,6146109
Bharuch,799,2,1,4106565
Bhavnagar,411,2,2,1682696
Ahmedabad,3761,5,1,28154918
Navsari,970,5,2,6108346
Gandhidham,3771,1,2,18489590
Rajkot,3728,2,1,18642973
Vadodara,3736,1,3,23939412
Morbi,2568,1,1,10019046
Dwarka,4101,1,4,22719978
